gene,SJ1,SJ10,SJ11,SJ12,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,SJ9
ENSMUSG00000022116,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022119,952,1029,868,1042,1076,1128,1279,859,928,1053,1418,1040
ENSMUSG00000022120,308,181,132,201,307,209,268,195,155,305,466,199
ENSMUSG00000022122,146,70,174,174,96,99,158,140,169,330,356,130
ENSMUSG00000022123,0,0,0,0,11,0,0,5,1,4,25,0
ENSMUSG00000022124,1954,1797,1805,1732,2091,1781,1645,1338,1580,2763,3494,1714
ENSMUSG00000022125,3293,3732,4349,4231,3408,4092,3853,3533,4447,3599,3879,3812
ENSMUSG00000022126,5950,47289,60527,64800,5585,73792,74922,70092,81585,5709,6127,51654
ENSMUSG00000022129,0,0,0,0,1,0,0,0,2,0,0,0
ENSMUSG00000022130,523,466,588,555,465,616,563,548,583,497,522,584
ENSMUSG00000022131,443,492,574,638,451,666,524,520,604,492,478,522
ENSMUSG00000022132,1,1,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000022136,3746,5347,5766,6360,3368,5963,5814,4842,5710,3443,4002,5480
ENSMUSG00000022139,3625,3468,3054,3635,3448,4208,3849,3210,3894,3353,4044,3426
ENSMUSG00000022141,2190,1470,1359,1498,1950,1698,1618,1114,1292,2711,3338,1624
ENSMUSG00000022142,2115,722,898,972,1799,1117,1292,1040,1076,1539,1512,776
ENSMUSG00000022144,0,10,0,5,2,9,8,1,0,0,8,5
ENSMUSG00000022146,0,6,8,9,19,9,24,4,1,21,5,20
ENSMUSG00000022148,11805,15524,16121,16464,11272,18268,18192,13756,14744,11340,12520,17331
ENSMUSG00000022149,3,0,0,0,3,0,0,0,0,0,0,0
ENSMUSG00000022150,23341,2084,3878,3860,21514,8006,7544,6043,7157,14639,16166,2163
ENSMUSG00000022151,467,757,509,526,514,537,591,456,543,585,818,646
ENSMUSG00000022155,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022156,11,3,1,18,10,10,9,8,5,8,0,6
ENSMUSG00000022157,0,0,0,0,0,1,1,4,6,0,6,0
ENSMUSG00000022159,253,308,243,291,213,511,214,172,183,247,274,270
ENSMUSG00000022160,560,579,709,753,602,619,812,512,567,720,851,735
ENSMUSG00000022174,1973,3113,3732,3960,1998,3117,3279,2816,3163,1825,1745,3502
ENSMUSG00000022175,3776,4454,4618,5827,3963,5819,5886,4443,5064,4638,4627,5462
ENSMUSG00000022176,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022177,1217,455,454,401,1215,487,485,404,409,918,1042,349
ENSMUSG00000022178,45,51,42,25,20,16,9,15,29,48,167,23
ENSMUSG00000022179,114,111,91,90,104,142,123,50,129,133,207,114
ENSMUSG00000022180,16729,5915,12064,12799,15452,9060,9419,12243,14152,14369,14876,6588
ENSMUSG00000022181,0,0,0,0,0,0,2,0,0,0,0,1
ENSMUSG00000022184,435,278,261,287,382,228,269,222,265,493,503,297
ENSMUSG00000022185,4278,4052,3735,3445,3840,4738,4940,3377,3821,4445,5629,3955
ENSMUSG00000022186,5556,2968,2879,3109,5336,3627,3595,2813,2962,5855,6885,3137
ENSMUSG00000022187,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022191,872,718,762,747,808,754,849,633,626,682,964,805
ENSMUSG00000022193,4123,6288,7156,7519,4196,6905,7826,5789,6559,4405,4517,7275
ENSMUSG00000022194,2078,1989,1871,2074,2203,2454,2336,1703,1934,2248,2101,1972
ENSMUSG00000022195,618,472,523,571,691,643,631,543,498,657,852,572
ENSMUSG00000022197,5,16,27,15,1,78,29,71,32,1,1,29
ENSMUSG00000022199,0,10,12,23,0,7,16,5,4,26,0,7
ENSMUSG00000022200,3304,2492,2393,2790,3083,3145,3078,2252,2567,2850,3387,2890
ENSMUSG00000022201,2195,1543,2187,2157,1781,2223,2234,1673,2071,1999,2710,1489
ENSMUSG00000022203,0,0,6,0,0,0,0,0,0,5,0,8
ENSMUSG00000022204,708,609,642,1501,918,667,978,573,808,818,688,817
ENSMUSG00000022205,1966,2232,2376,2662,2379,2114,2498,1961,2061,2465,2605,2518
ENSMUSG00000022206,9,2,3,2,1,6,5,9,2,19,18,4
ENSMUSG00000022208,1,0,1,1,0,0,0,0,0,1,0,1
ENSMUSG00000022209,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022210,742,425,429,439,801,446,457,321,321,661,704,541
ENSMUSG00000022211,1,0,0,0,1,2,0,3,0,6,0,0
ENSMUSG00000022212,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022214,1750,1751,1695,1543,1936,2139,1523,1535,1463,2011,2575,1688
ENSMUSG00000022215,2,0,0,0,0,1,0,0,0,0,0,4
ENSMUSG00000022216,4693,2585,2564,3048,4999,3290,3521,2962,3267,3539,3752,2801
ENSMUSG00000022217,308,202,316,337,350,232,293,159,247,297,266,303
ENSMUSG00000022218,56,32,80,85,54,87,94,111,133,26,34,107
ENSMUSG00000022219,6,0,4,3,6,5,16,5,13,5,8,6
ENSMUSG00000022220,3,1,0,1,0,1,7,4,3,2,0,16
ENSMUSG00000022221,1970,812,1110,1131,1974,1547,1134,1016,1173,1333,1273,855
ENSMUSG00000022223,91,43,106,139,129,84,118,67,54,65,172,98
ENSMUSG00000022225,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022226,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000022227,0,0,0,2,0,0,0,0,0,0,8,0
ENSMUSG00000022228,629,477,417,545,589,629,646,361,367,819,877,574
ENSMUSG00000022229,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022231,9,3,0,0,0,10,0,0,0,0,1,0
ENSMUSG00000022234,5770,5034,4988,5170,5442,6243,6812,4868,5159,4924,6196,5639
ENSMUSG00000022235,64,11,3,7,48,12,2,10,12,6,0,12
ENSMUSG00000022236,109,75,87,93,81,65,92,44,57,189,219,78
ENSMUSG00000022237,734,1295,1239,1169,1019,1539,1418,1156,1208,1055,1318,1419
ENSMUSG00000022240,474,13,5,8,215,13,20,57,23,71,104,10
ENSMUSG00000022241,2526,3162,2170,2483,2272,3397,4505,2001,2267,2548,3102,3240
ENSMUSG00000022243,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022244,70,141,66,101,97,106,86,84,67,106,236,72
ENSMUSG00000022245,0,0,5,1,3,0,0,0,9,4,0,5
ENSMUSG00000022246,694,281,320,300,589,560,524,426,429,428,383,290
ENSMUSG00000022247,1108,678,1221,862,1071,1030,954,583,1190,600,689,723
ENSMUSG00000022248,230,250,135,154,269,193,268,184,122,265,332,184
ENSMUSG00000022249,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022253,548,443,542,478,597,557,501,467,537,541,745,676
ENSMUSG00000022255,5235,9736,6603,7030,4575,10178,10774,6044,6473,4930,6811,10143
ENSMUSG00000022257,86,116,77,73,96,119,90,71,111,105,154,105
ENSMUSG00000022261,16,22,30,26,6,22,9,8,14,33,51,47
ENSMUSG00000022262,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022263,2143,1027,1185,1389,2146,1986,2325,1337,1999,2441,2720,1340
ENSMUSG00000022265,1818,566,387,432,1879,516,481,319,450,1773,2096,486
ENSMUSG00000022269,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022270,2010,1206,760,890,1910,1516,1550,908,976,1503,1799,1339
ENSMUSG00000022272,1229,1306,1159,1284,958,1284,1582,1245,1338,1122,1320,1266
ENSMUSG00000022280,1254,973,994,1040,1305,1299,1091,932,998,1678,1933,917
ENSMUSG00000022283,26057,21201,23081,26494,22923,25139,27112,20034,24734,24845,32334,25352
ENSMUSG00000022285,12030,9365,9915,11455,10204,10147,12130,9306,12367,9505,12486,10034
ENSMUSG00000022286,2,0,1,5,0,2,5,5,7,0,0,0
ENSMUSG00000022288,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022292,396,398,352,387,330,339,376,345,330,344,410,472
ENSMUSG00000022295,6186,5802,6416,6533,6319,5957,6330,5335,6141,6644,9972,6566
ENSMUSG00000022296,0,0,6,0,0,0,1,0,0,0,0,0
ENSMUSG00000022297,11,7,10,7,1,7,8,2,4,3,0,14
ENSMUSG00000022299,506,315,467,414,432,429,453,342,427,385,432,356
ENSMUSG00000022300,1153,1439,1636,1707,1201,1735,1911,1299,1591,1032,1204,1910
ENSMUSG00000022303,107,0,8,8,113,37,100,27,36,11,34,3
ENSMUSG00000022304,9,7,0,3,14,4,5,5,9,1,0,0
ENSMUSG00000022305,2669,1096,1453,1558,2714,1752,1567,1746,1999,2394,2572,1398
ENSMUSG00000022306,2,12,0,3,2,3,1,0,3,12,0,0
ENSMUSG00000022307,2448,1308,1300,1239,2268,1870,1508,1303,1270,2343,2964,1519
ENSMUSG00000022309,0,5,0,0,5,1,0,2,13,0,0,0
ENSMUSG00000022311,0,0,0,0,0,0,0,0,0,0,6,0
ENSMUSG00000022312,6231,5564,5100,5472,6257,5600,5853,4602,5097,6475,6093,6411
ENSMUSG00000022313,443,380,489,635,441,781,579,430,541,489,452,794
ENSMUSG00000022314,7614,2644,2774,3141,7080,3409,3357,2591,2908,5904,7478,3165
ENSMUSG00000022315,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022321,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000022322,1249,231,310,265,1250,352,345,277,291,712,780,240
ENSMUSG00000022323,236,484,445,442,250,400,485,328,315,297,290,527
ENSMUSG00000022324,120,30,54,57,92,81,69,44,58,158,207,60
ENSMUSG00000022325,459,241,236,333,489,306,501,338,580,213,576,252
ENSMUSG00000022329,711,624,700,776,699,782,925,762,840,700,770,763
ENSMUSG00000022330,2,3,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022332,2,4,4,22,2,4,10,4,4,0,8,1
ENSMUSG00000022335,258,147,198,236,195,245,189,154,179,204,343,220
ENSMUSG00000022336,3419,2692,3054,3133,3416,3016,3633,2576,3140,3702,4434,3257
ENSMUSG00000022337,1357,1917,2436,2515,1510,1785,1864,1776,1882,1405,2052,2187
ENSMUSG00000022338,1007,832,1023,1025,1188,1047,915,796,814,823,1016,992
ENSMUSG00000022339,357,500,440,454,464,385,435,312,461,472,565,594
ENSMUSG00000022340,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022342,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022346,1094,851,632,992,1186,1386,1412,892,1028,612,621,929
ENSMUSG00000022347,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022350,4247,3494,3806,4037,4114,4103,4017,3161,3859,4416,5180,3333
ENSMUSG00000022351,3229,1405,1914,2106,3050,2149,2166,1654,2021,1998,2212,1534
ENSMUSG00000022353,4228,1319,1590,1434,4136,1844,1930,1485,1980,3402,3919,1432
ENSMUSG00000022354,1521,1596,1742,1924,1695,1518,1562,1447,1850,1587,1735,1772
ENSMUSG00000022357,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022358,57,20,12,14,26,9,15,7,6,66,48,25
ENSMUSG00000022359,344,291,315,426,403,324,323,251,275,428,450,374
ENSMUSG00000022360,4698,1425,1764,1853,3738,2024,2340,1749,2218,3066,3979,1357
ENSMUSG00000022361,1075,1229,878,1383,1391,1270,1202,745,1122,1382,1900,1479
ENSMUSG00000022362,16,7,18,17,25,35,35,12,38,11,32,56
ENSMUSG00000022364,1361,685,659,602,1216,922,766,496,464,1370,1681,822
ENSMUSG00000022365,4074,6044,5693,6048,4128,5928,6563,4359,5065,5096,5442,6503
ENSMUSG00000022366,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022367,11,2,10,0,5,15,11,5,23,0,0,6
ENSMUSG00000022369,409,220,156,299,415,337,371,126,177,348,313,167
ENSMUSG00000022370,1271,971,994,1247,1396,1032,1105,894,957,1034,1213,1288
ENSMUSG00000022371,0,0,0,0,6,1,0,7,2,1,10,0
ENSMUSG00000022372,762,2589,1841,1862,780,2274,2420,1238,1541,961,1106,3059
ENSMUSG00000022375,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022376,0,0,0,0,0,0,1,0,1,0,0,0
ENSMUSG00000022377,4295,2651,3042,3009,4348,2908,3007,2431,2777,4468,5420,2778
ENSMUSG00000022378,5628,7715,6843,7190,5541,7531,7808,5358,6268,5631,6366,8302
ENSMUSG00000022382,0,0,0,0,0,0,0,0,0,4,0,0
ENSMUSG00000022383,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000022385,1301,384,419,441,1272,359,440,363,389,877,919,305
ENSMUSG00000022386,252,234,162,226,171,264,243,181,174,205,263,194
ENSMUSG00000022387,2188,1443,1493,1647,1957,1834,1693,1145,1407,2533,3135,1715
ENSMUSG00000022388,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022389,1059,867,1174,1595,1797,1081,805,662,834,2153,1799,939
ENSMUSG00000022390,1188,591,536,595,1073,630,714,516,637,1195,1121,486
ENSMUSG00000022391,4841,2369,2529,2661,4646,3122,3005,2355,2772,3121,4017,2350
ENSMUSG00000022394,862,660,868,786,828,991,975,687,800,838,809,827
ENSMUSG00000022400,2668,2186,2783,3092,2871,2641,2647,2420,2674,2253,2954,2642
ENSMUSG00000022401,285,282,301,321,265,289,337,209,306,263,265,191
ENSMUSG00000022403,5225,4648,5234,5348,4900,4946,5655,5051,5394,4014,5644,5269
ENSMUSG00000022404,1031,945,934,1144,1083,1101,1377,937,1010,1043,1302,1180
ENSMUSG00000022407,1271,946,1069,1142,1168,1232,1146,1035,1074,916,1112,1055
ENSMUSG00000022408,719,155,272,280,742,261,194,225,207,405,446,212
ENSMUSG00000022412,734,738,631,672,661,750,812,493,541,691,573,1003
ENSMUSG00000022414,741,613,554,643,902,647,730,384,431,939,1023,665
ENSMUSG00000022415,1197,321,353,335,1346,318,336,303,320,1513,1285,318
ENSMUSG00000022416,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022419,214,148,106,140,280,157,79,44,104,741,953,139
ENSMUSG00000022420,463,376,443,627,505,476,446,377,401,538,485,509
ENSMUSG00000022421,152,29,59,34,158,60,84,63,49,76,145,29
ENSMUSG00000022422,202,51,67,87,188,124,108,68,95,129,152,69
ENSMUSG00000022425,2,32,48,70,4,36,13,21,39,27,1,43
ENSMUSG00000022426,946,941,886,1071,1054,986,1046,681,733,1261,1323,1132
ENSMUSG00000022427,2337,1483,2069,2310,2240,2070,2095,1717,2089,1938,1922,2038
ENSMUSG00000022428,324,244,263,237,361,193,270,203,250,314,510,249
ENSMUSG00000022429,5,0,2,2,5,2,7,1,0,3,10,7
ENSMUSG00000022431,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022432,4,65,124,137,2,157,63,33,7,1,0,53
ENSMUSG00000022433,881,412,460,491,837,578,715,460,522,1091,1623,658
ENSMUSG00000022434,846,438,334,372,476,458,572,288,390,531,616,480
ENSMUSG00000022435,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022436,2630,3731,3769,3576,2504,3653,3833,3191,3112,3911,3258,3745
ENSMUSG00000022437,3151,4115,4318,4170,3407,3755,4207,2795,2713,3199,2589,4602
ENSMUSG00000022438,4417,1808,1904,2212,4135,2354,2499,1966,2286,3851,3769,2050
ENSMUSG00000022439,983,827,527,522,885,727,825,309,479,1571,1988,971
ENSMUSG00000022440,151,122,176,245,164,131,171,123,150,148,141,152
ENSMUSG00000022441,0,0,1,0,3,0,0,0,0,0,0,0
ENSMUSG00000022442,374,254,294,271,324,377,397,260,262,391,354,399
ENSMUSG00000022443,19995,16571,19102,19512,17572,24746,25256,18599,21843,19039,22077,19450
ENSMUSG00000022445,0,1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000022449,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022450,1450,1558,1711,1834,1434,1468,1666,1312,1559,1791,1604,1723
ENSMUSG00000022451,4937,5592,6609,6699,4768,6612,6330,5631,6402,5066,5925,6087
ENSMUSG00000022452,2864,3140,3507,3792,3168,3130,3706,2792,2989,2829,2579,3746
ENSMUSG00000022453,2687,2767,2528,2569,2811,2472,2952,1972,2467,3333,4017,2651
ENSMUSG00000022454,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022455,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022456,0,3,8,4,3,0,2,1,3,0,0,9
ENSMUSG00000022462,6111,4393,2500,2448,5563,5610,5314,2228,2644,7572,9147,4615
ENSMUSG00000022463,6560,3840,4776,4955,6593,5195,5089,4151,4487,5779,6048,4091
ENSMUSG00000022464,0,4,0,0,0,3,3,0,0,0,0,5
ENSMUSG00000022466,452,195,308,374,437,319,357,315,297,374,427,309
ENSMUSG00000022468,1,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000022469,14,33,18,74,55,9,54,24,41,41,34,29
ENSMUSG00000022471,780,444,496,430,675,543,527,434,450,482,581,477
ENSMUSG00000022472,706,566,600,667,671,795,905,618,766,673,812,718
ENSMUSG00000022474,542,497,513,614,507,628,652,377,470,481,633,586
ENSMUSG00000022475,493,497,517,454,537,453,674,639,560,622,795,566
ENSMUSG00000022476,403,328,343,388,395,375,425,318,364,368,326,481
ENSMUSG00000022477,6252,7544,7854,8081,6578,8579,8231,6678,7252,6200,5904,9141
ENSMUSG00000022479,6,15,14,18,10,9,9,6,11,14,28,20
ENSMUSG00000022483,0,0,0,2,3,0,0,0,0,0,9,0
ENSMUSG00000022484,0,0,0,0,1,7,0,0,0,4,0,0
ENSMUSG00000022485,2,0,0,0,0,2,1,0,0,0,0,0
ENSMUSG00000022487,6,2,1,11,15,12,2,22,9,8,4,8
ENSMUSG00000022488,18556,11204,12513,13512,18061,14108,14227,11719,13314,14972,19304,12076
ENSMUSG00000022489,1295,1051,1018,1281,1236,1901,1899,1216,1142,1159,1475,1067
ENSMUSG00000022490,15,5,3,9,4,11,8,14,2,3,23,10
ENSMUSG00000022491,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022494,6,0,0,0,6,3,0,0,0,0,0,0
ENSMUSG00000022496,0,0,0,0,3,0,0,0,0,2,0,0
ENSMUSG00000022498,1073,1780,1910,2020,1307,2061,2196,1650,1663,1207,1456,2027
ENSMUSG00000022500,7969,7598,8740,9324,7867,9530,10195,8687,10524,6947,7774,8545
ENSMUSG00000022501,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022503,1618,1295,1754,1724,1748,1831,1677,1360,1616,1718,1827,1632
ENSMUSG00000022504,10,16,22,8,21,10,14,7,2,99,28,9
ENSMUSG00000022505,2001,332,483,489,1955,911,823,748,810,828,1188,333
ENSMUSG00000022507,1679,1789,1949,1940,1627,2102,1984,1822,2120,1818,2023,1992
ENSMUSG00000022508,1384,1606,1337,1347,1268,1626,1694,1111,1324,1045,1116,1856
ENSMUSG00000022510,1,0,0,0,1,3,0,0,0,0,0,0
ENSMUSG00000022512,0,7,0,5,4,1,0,1,0,4,0,5
ENSMUSG00000022514,428,303,281,297,400,438,397,311,429,361,448,328
ENSMUSG00000022515,630,427,591,607,534,678,664,476,404,718,763,400
ENSMUSG00000022516,927,919,881,1066,968,814,912,585,684,1413,1734,1192
ENSMUSG00000022517,4056,3713,4106,4629,3688,4402,4093,3733,3993,3852,3640,3932
ENSMUSG00000022518,2,0,0,0,0,8,0,4,0,0,0,3
ENSMUSG00000022519,42,72,115,118,37,23,51,10,143,52,46,29
ENSMUSG00000022521,923,749,713,837,859,947,733,730,829,1156,1453,671
ENSMUSG00000022523,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000022525,0,0,0,0,0,0,0,0,3,0,0,0
ENSMUSG00000022526,149,218,209,205,175,176,202,101,127,222,181,179
ENSMUSG00000022528,3,8,13,9,2,12,12,3,35,9,0,9
ENSMUSG00000022529,1826,1606,1731,1766,2010,1737,1662,1322,1627,1903,2241,1863
ENSMUSG00000022533,4210,2318,2851,3068,3776,3039,2705,2199,2839,3924,5100,2375
ENSMUSG00000022534,808,1662,2033,2120,867,1540,1652,1428,1693,822,1175,1751
ENSMUSG00000022536,3902,3817,3880,4386,3736,4248,4359,3384,4007,4437,4374,4578
ENSMUSG00000022537,0,0,0,5,2,0,0,1,0,2,8,2
ENSMUSG00000022538,1089,1152,1068,1308,1042,1381,1484,969,1061,1030,1250,1134
ENSMUSG00000022540,421,333,449,302,401,361,372,209,260,667,537,481
ENSMUSG00000022542,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000022543,8,5,7,2,8,48,20,0,9,8,0,9
ENSMUSG00000022544,471,336,579,493,502,702,763,374,482,557,727,627
ENSMUSG00000022545,731,472,522,627,697,542,589,380,544,666,842,463
ENSMUSG00000022546,136,146,232,190,147,124,161,130,98,150,136,198
ENSMUSG00000022548,2,1,0,0,1,0,12,0,0,2,0,2
ENSMUSG00000022550,404,659,801,739,553,559,635,398,723,737,1021,677
ENSMUSG00000022551,2956,3425,3296,3514,3011,3391,3531,2794,3077,2447,2381,3981
ENSMUSG00000022552,1437,1074,1609,1476,1311,1246,1350,1056,1369,1781,1751,1136
ENSMUSG00000022553,1893,2301,1736,1809,2084,1506,2065,1148,1319,2615,3211,1853
ENSMUSG00000022554,210,135,151,97,145,215,270,128,175,172,199,149
ENSMUSG00000022555,386,391,378,445,366,390,483,309,334,381,427,421
ENSMUSG00000022556,693,801,920,858,950,935,1006,754,860,1011,1129,897
ENSMUSG00000022557,1754,1953,1953,2164,1768,2499,2808,2092,2095,1488,1545,1886
ENSMUSG00000022558,3696,4770,5594,5558,3932,7150,6292,5395,4673,6761,6421,6121
ENSMUSG00000022559,638,622,560,628,667,624,713,462,636,816,899,692
ENSMUSG00000022560,452,555,579,544,442,568,570,461,510,379,679,612
ENSMUSG00000022561,1636,1306,1555,1573,1571,1725,1832,1290,1475,1777,1339,1642
ENSMUSG00000022562,44,64,119,104,78,91,80,55,103,118,269,76
ENSMUSG00000022564,4981,10092,10587,11792,5216,11227,10758,10056,11103,8015,7612,11764
ENSMUSG00000022565,20632,8320,11227,13581,16295,13488,14074,11241,15296,15986,22517,9684
ENSMUSG00000022568,2821,1474,1346,1571,1924,1878,1920,1216,1344,2261,1944,1511
ENSMUSG00000022570,1209,1006,1256,1045,1252,1016,1075,1020,1009,1227,1003,1072
ENSMUSG00000022571,586,485,633,607,693,546,625,562,564,606,715,537
ENSMUSG00000022574,154,111,123,103,136,76,88,69,95,230,263,129
ENSMUSG00000022575,3234,2431,2351,2351,3128,2777,2670,1881,2334,3642,4045,2209
ENSMUSG00000022577,0,0,0,0,0,3,0,0,0,0,0,1
ENSMUSG00000022579,1,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000022580,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000022582,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000022583,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022584,976,2178,2124,2166,1014,1659,1747,1253,1534,590,720,2428
ENSMUSG00000022586,182,582,785,874,199,795,731,846,875,189,172,770
ENSMUSG00000022587,46294,13061,9321,10345,46045,18604,20170,13335,14882,25757,27529,15301
ENSMUSG00000022589,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022591,4,4,7,2,0,0,0,0,0,10,5,0
ENSMUSG00000022594,21,38,37,28,14,19,27,20,38,19,30,61
ENSMUSG00000022595,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022596,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022598,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000022601,636,494,475,402,636,738,659,547,536,553,671,528
ENSMUSG00000022602,47,33,26,11,44,26,31,22,9,25,22,30
ENSMUSG00000022603,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022604,65,45,14,186,81,112,67,25,96,168,33,253
ENSMUSG00000022607,1191,854,721,1244,951,1151,1058,651,694,725,1074,880
ENSMUSG00000022610,10,11,5,5,7,11,11,5,10,6,29,28
ENSMUSG00000022613,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022614,2747,1285,1404,1229,2866,1636,1617,1183,1350,2480,2383,1410
ENSMUSG00000022615,130,46,59,75,82,81,106,56,61,121,60,88
ENSMUSG00000022617,1309,1166,1197,1595,1311,1420,1295,853,1133,1689,2085,1402
ENSMUSG00000022619,0,0,0,1,0,0,0,0,0,0,0,4
ENSMUSG00000022620,1007,978,708,814,973,800,839,619,728,1081,1381,938
ENSMUSG00000022621,118,77,82,88,118,84,109,43,109,118,96,72
ENSMUSG00000022622,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022623,1,0,0,0,2,0,0,0,1,1,0,0
ENSMUSG00000022629,79,41,30,21,187,90,65,32,231,97,163,40
ENSMUSG00000022634,699,608,699,536,800,732,710,633,644,993,1337,643
ENSMUSG00000022635,893,799,1084,1047,1077,1016,1099,908,1085,1054,1816,1122
ENSMUSG00000022636,6296,3032,2429,2580,5855,3489,3592,3070,2724,4287,4855,2632
ENSMUSG00000022637,1359,538,513,610,1357,658,650,504,657,888,1066,568
ENSMUSG00000022639,1041,1136,1354,1383,1098,1477,1297,1328,1273,1299,1791,1389
ENSMUSG00000022641,1687,2059,2513,2886,1401,1784,1663,1559,1992,1873,2956,2169
ENSMUSG00000022650,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022651,24,1,1,1,34,2,0,0,0,12,0,4
ENSMUSG00000022652,0,11,0,0,0,0,11,0,0,0,0,3
ENSMUSG00000022656,9,3,5,8,6,1,5,15,2,11,0,8
ENSMUSG00000022657,1,0,0,0,0,1,4,1,0,0,1,2
ENSMUSG00000022658,4,0,0,5,0,0,0,0,0,2,12,0
ENSMUSG00000022659,0,0,2,3,0,0,0,0,1,6,0,0
ENSMUSG00000022661,26,51,325,230,12,193,70,226,300,13,14,81
ENSMUSG00000022663,1845,1678,2070,1913,1921,1884,2006,1793,2050,2048,2363,1975
ENSMUSG00000022664,756,687,787,1052,898,810,665,596,693,1119,1656,932
ENSMUSG00000022665,48,30,56,16,29,24,19,7,10,39,61,32
ENSMUSG00000022667,1805,1146,1723,1670,1819,1330,1286,1370,1526,3277,3758,1335
ENSMUSG00000022668,715,528,603,530,695,764,859,377,612,629,847,549
ENSMUSG00000022671,156,154,125,147,279,150,132,124,168,273,261,206
ENSMUSG00000022672,420,277,327,324,374,416,279,234,282,377,524,301
ENSMUSG00000022673,3288,1003,1367,1558,3232,1983,1994,1542,1959,1911,2403,1277
ENSMUSG00000022674,1037,701,606,701,864,825,900,656,804,690,633,953
ENSMUSG00000022676,10,3,12,5,5,11,11,4,14,7,0,12
ENSMUSG00000022677,911,698,808,705,1087,772,665,612,606,1036,1085,917
ENSMUSG00000022678,2518,1331,1392,1456,2506,1511,1593,1122,1277,2255,2488,1415
ENSMUSG00000022679,80,103,122,104,151,94,69,140,58,122,121,194
ENSMUSG00000022680,2490,2157,2809,2703,2202,2788,2563,2187,2232,2194,2881,2386
ENSMUSG00000022681,948,773,825,1002,833,793,906,712,820,873,1196,917
ENSMUSG00000022682,1172,1157,1147,1157,858,1293,1304,1021,1198,783,1094,1313
ENSMUSG00000022683,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022684,920,1340,1276,1261,965,1400,1639,1128,1263,1139,1491,1621
ENSMUSG00000022685,484,504,373,517,451,427,420,331,339,499,559,543
ENSMUSG00000022686,39,5,39,63,20,13,10,15,21,16,15,12
ENSMUSG00000022687,1,27,29,33,2,29,32,44,67,9,1,11
ENSMUSG00000022696,1,0,1,0,0,0,5,0,1,0,0,0
